order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,ingest_date
045c9852284420b9c02d156436e1481c,1,115e606ac8059e4cfa1c6c3310fb365c,1838dd9b8977065acf51d95e0053ea7a,2018-05-18 16:57:04,39.90,15.23,2026-01-01
04a59fe46fc5aa341da5378c195ed53c,1,2a15783d3cb601f8d9a6a86806b037b3,855668e0971d4dfd7bef1b6a4133b41b,2017-12-04 09:31:11,60.00,15.18,2026-01-01
05387d537bd2e5027aadbfb6a5123e4b,1,386703f26f328414fe118e10a5d92675,ea8482cd71df3c1969d7b9473ff13abc,2017-11-10 16:47:31,27.99,15.79,2026-01-01
05ae7d6bd78e2a61f4c0076a9d690aa8,1,c80124276571cd4bef53cf35d9b36c5c,2528513dd95219a6013d4d05176e391a,2018-07-26 12:43:35,219.00,16.83,2026-01-01
06875ab72c5b9bb2eb303a70031bfeb0,1,f4c9a2926d5a2fe099ebbe7d0967bd37,643214e62b870443ccbe55ab29a4dccf,2018-01-17 20:15:47,39.90,7.78,2026-01-01
06a6627d9cc91a04e9d146bf65fee0a2,1,996ae0a67e63b78b427a1f8d07543e86,dc4a0fc896dc34b0d5bfec8438291c80,2017-07-20 10:35:14,99.90,13.72,2026-01-01
06ad94997dd34a7c2186b82d8e9be6a5,1,40cb7bb3d30559b9b6c4fb62bc837962,cca3071e3e9bb7d12640c9fbe2301306,2017-06-26 03:33:33,59.90,16.86,2026-01-01
06ae7271902bbb087fc093137fee6e81,1,da0bb22eb8eb2bce31a3784570528efb,3d871de0142ce09b7081e2b9d1733cb1,2018-01-30 09:09:35,79.00,17.80,2026-01-01
06bafdd8b6d0b5befb44337a7674a1ec,1,78cff417987f620d4277395265379d6a,4d6d651bd7684af3fffabd5f08d12e5a,2018-02-15 12:07:44,79.00,12.05,2026-01-01
0760a852e4e9d89eb77bf631eaaf1c84,1,1522589c64efd46731d3522568e5bc83,28405831a29823802aa22c084cfd0649,2018-08-13 06:15:14,35.00,15.35,2026-01-01
07fbc4f433fc8754c492bc6dfb0b1c52,1,0521fe3eb04940304b489d0fb49a37dd,e99e927c81e3f51739c94fcdfca9f10f,2017-07-11 17:28:30,94.98,21.15,2026-01-01
08652363092b158440e2422e7c3ccaf4,1,251876e7ba013b87b7262fb2524e2d60,7aa4334be125fcdd2ba64b3180029f14,2017-12-08 19:04:48,64.89,17.70,2026-01-01
08763574782690116475ea62ffdecadb,1,e9def91e99c8ecb7c5cef5e31506a056,850f4f8af5ea87287ac68de36e29107f,2017-12-11 07:59:26,69.99,15.25,2026-01-01
0917636d789ce3b3eac37895935af5c2,1,6bbe55cf8f85c87b6eebb775a53402f4,0db783cfcd3b73998abc6e10e59a102f,2017-11-30 00:58:27,69.90,15.24,2026-01-01
09bb35a3939c3181b4a5619cb3918976,1,e24f73b7631ee3fbb2ab700a9acaa258,0cbcee27c791afa0cdcb08587a2013a8,2017-11-30 03:51:10,99.00,17.94,2026-01-01
09d3f9f1be63c067456cc619076685a1,1,2d2fbde9939c282238dc0847b04c5018,ce27a3cc3c8cc1ea79d11e561e9bebb6,2017-08-29 16:20:13,52.00,11.86,2026-01-01
0a4a2fccb27bd83a892fa503987a595b,1,f7d7b5c58704fb359a74580622800051,4a3ca9315b744ce9f8e9374361493884,2017-04-28 20:55:09,38.50,24.84,2026-01-01
0ab63e307694f40a88a0ecd358c0939d,1,a322cb898d31adbe4a4de692f4bc0276,218d46b86c1881d022bce9c68a7d4b15,2018-04-23 05:50:27,148.00,15.13,2026-01-01
0ac645ddb846d1373321decb39c9956f,1,1501b0033c68a37fa9560033a440e529,82cb9f452fe8334df74b22d37824b431,2018-05-13 21:14:16,49.10,18.23,2026-01-01
0ac645ddb846d1373321decb39c9956f,2,1501b0033c68a37fa9560033a440e529,82cb9f452fe8334df74b22d37824b431,2018-05-13 21:14:16,49.10,18.23,2026-01-01
0acdae809654a2de1235d18a12cf73f3,1,7564c1759c04fc0a38f2aa84f7a370ee,6860153b69cc696d5dcfe1cdaaafcf62,2018-06-18 12:19:40,42.97,23.10,2026-01-01
0adf4c5c9a1399ceefdb7ba880df1ca7,1,f35927953ed82e19d06ad3aac2f06353,669ae81880e08f269a64487cfb287169,2017-02-26 13:22:13,115.00,30.01,2026-01-01
0ae7144116fa718b3bb90cd8d855713a,1,ca9bcd697674a4d0eeb84be9c533b9d2,232a6014e7b10cba61c6c2b2ea6bb4b0,2017-04-27 02:55:33,39.90,26.61,2026-01-01
0ae7144116fa718b3bb90cd8d855713a,2,ca9bcd697674a4d0eeb84be9c533b9d2,232a6014e7b10cba61c6c2b2ea6bb4b0,2017-04-27 02:55:33,39.90,26.61,2026-01-01
0b0f3c7a9bcb6ad1fccab28f9240da6f,1,d929915b6b69f9c91192c898b6fc21fc,97512d3fc193b2d1dfcdba0f9d1f0f8a,2018-07-17 17:35:21,64.99,31.48,2026-01-01
0b50bea7ba1e8ba7a21b01b7c9d1350b,1,3db75f31b76375c502f64d550dcd1166,85d9eb9ddc5d00ca9336a2219c97bb13,2017-11-13 10:14:27,31.90,42.38,2026-01-01
0b584b729bdfec204ec2aa5d21d6ca56,1,4a0d42e046d1d4d039b4b7807ca46e83,3bb32fedaa74e4ad20f4ce067733bd31,2018-08-08 05:05:18,55.90,22.32,2026-01-01
0bb0dd89956cc5f44ff556c2189e7160,1,85337022853da10b8f5fd7d1ef180421,fc906263ca5083d09dce42fe02247800,2017-06-27 02:26:00,39.90,14.10,2026-01-01
0bc4a984d79279c843421830f595273c,1,21a53da27d4b830f32f475a09f0bd54a,4a3ca9315b744ce9f8e9374361493884,2017-10-23 18:35:10,72.00,13.52,2026-01-01
0c228d925a49aa5e3b35febb948f4f72,1,a526c4bc0a48c0e4345f97af496d87cd,7b07b3c7487f0ea825fc6df75abd658b,2018-07-26 13:24:34,144.90,16.11,2026-01-01
0c6b011f8a4f87010c23995f5807d152,1,1600dcf1cea8c0c83702e07b577ab231,6560211a19b47992c3666cc44a7e94c0,2018-08-22 18:35:26,43.00,23.02,2026-01-01
0d09617395364c88c4ad7c457b439314,1,19c91ef95d509ea33eda93495c4d3481,06a2c3af7b3aee5d69171b0e14f0ee87,2018-06-12 09:11:43,122.99,20.91,2026-01-01
0d13e311818a800d01cd46fb35dd3c27,1,33e77eecc23c25a65d10f627e5053617,a7f13822ceb966b076af67121f87b063,2017-04-09 23:25:13,129.96,36.74,2026-01-01
0d25f1b15acb59ceff22667265743132,1,1b3c5b1455f3e42d831fb778055c9e45,17e34d8224d27a541263c4c64b11a56b,2017-08-09 22:04:53,355.90,18.25,2026-01-01
0d5cbb8e4c1c7a7fc26899126197a6b9,1,a8b3b0af05abaf1bc4d318debe51f3e1,02f623a8eb246f3c5f7c2f96462654e6,2018-07-03 12:08:25,140.00,15.29,2026-01-01
0dad6beca7ed0e352668498c29089900,1,cfc4861ae14c9e9e7679355f863c18d4,e5e33c0d8e7e002f398f5dc4cbbb338f,2017-12-07 14:17:20,98.70,12.19,2026-01-01
0daf1f0e67b534ad873ba61c5d6ad7d3,1,1f30aacc69904c0d0bf8d05cb2abef72,4a3ca9315b744ce9f8e9374361493884,2017-09-13 11:03:50,135.00,18.20,2026-01-01
0e31f844aae10fe7dc2369bc0340bf21,1,15fdd6032f35d4add5066fb90be28630,6560211a19b47992c3666cc44a7e94c0,2017-10-23 17:46:49,89.00,15.37,2026-01-01
0e782c3705510e717d28907746cbda82,1,79da264732f717f10ebf5d102aa6c32a,562fc2f2c2863ab7e79a9e4388a58a14,2018-05-07 08:52:58,29.99,7.39,2026-01-01
0f02ea56e4c9e7d30adb19a0c3e07b02,1,cec09725da5ed01471d9a505e7389d37,4d6d651bd7684af3fffabd5f08d12e5a,2018-03-08 02:15:27,69.90,16.12,2026-01-01
0f8532e6a9c1e86b215fda5c13f37fad,1,22594ba8fd9a72ad95d352929c821560,7c67e1448b00f6e969d365cea6b010ab,2017-05-24 02:42:28,112.99,17.53,2026-01-01
0f8532e6a9c1e86b215fda5c13f37fad,2,22594ba8fd9a72ad95d352929c821560,7c67e1448b00f6e969d365cea6b010ab,2017-05-24 02:42:28,112.99,17.53,2026-01-01
0f8532e6a9c1e86b215fda5c13f37fad,3,22594ba8fd9a72ad95d352929c821560,7c67e1448b00f6e969d365cea6b010ab,2017-05-24 02:42:28,112.99,17.53,2026-01-01
0f8532e6a9c1e86b215fda5c13f37fad,4,22594ba8fd9a72ad95d352929c821560,7c67e1448b00f6e969d365cea6b010ab,2017-05-24 02:42:28,112.99,17.53,2026-01-01
0f8532e6a9c1e86b215fda5c13f37fad,5,22594ba8fd9a72ad95d352929c821560,7c67e1448b00f6e969d365cea6b010ab,2017-05-24 02:42:28,112.99,17.53,2026-01-01
0f8532e6a9c1e86b215fda5c13f37fad,6,22594ba8fd9a72ad95d352929c821560,7c67e1448b00f6e969d365cea6b010ab,2017-05-24 02:42:28,112.99,17.53,2026-01-01
0f93b20928bc59f8571a39b03ed0c1bb,1,368c6c730842d78016ad823897a372db,1f50f920176fa81dab994f9023523100,2017-09-29 10:04:02,59.90,17.67,2026-01-01
0f9dc92df0635605588c51ec2e4c58a0,1,e1e932dfb67414e80b87ad97688cf2a3,fde0cc9ea29c8ccfc0a2c22256a58c71,2018-01-03 19:29:30,99.00,34.35,2026-01-01
0fc34e566d3273325c404c113f4a8b2a,1,8896b8c893a3dc9e5a6d10e00bada716,cd68562d3f44870c08922d380acae552,2017-11-08 15:10:35,189.00,16.07,2026-01-01
103355b1bc5b63508c20e2b7eeb58961,1,3a05a947f28cf46d789adedc107d7595,87142160b41353c4e5fca2360caf6f92,2017-03-09 18:41:59,110.00,29.81,2026-01-01
10918fe4d665fda80034712895c2b92f,1,32ad146ce66014dd98fdc2190bc995d6,b6dc74ed30f124f95227bed4e43a3bed,2017-07-06 08:32:20,33.80,42.38,2026-01-01
10c320f977c6a18f91b2d14be13128c6,1,b3be1f83cef05668c25e134852d44545,3b15288545f8928d3e65a8f949a28291,2017-05-16 21:02:45,110.99,21.27,2026-01-01
1107e64e1795b6cf551a7044612e8bd8,1,fb2631932085fc37d651d3408aa65a8c,218d46b86c1881d022bce9c68a7d4b15,2017-03-02 17:45:14,143.99,17.85,2026-01-01
112f6cd3047e7f158607233e26206398,1,84e1b9c6ba2ed178bd217097b41f1251,1b938a7ec6ac5061a66a3766e0e75f90,2018-01-10 03:31:53,74.90,44.99,2026-01-01
1133f2dfc033ba92bf6c470b20f6f332,1,80ac250f5bffe3fff8097929c3c4a938,891071be6ba827b591264c90c2ae8a63,2018-05-28 07:55:10,34.99,18.23,2026-01-01
114e12eca60507f3e3153182f258684d,1,e27c4dd075a521097a085bced0631ce7,701938c450705b8ae65fc923b70f35c7,2017-08-22 03:26:11,115.97,45.27,2026-01-01
116f0b09343b49556bbad5f35bee0cdf,1,a47295965bd091207681b541b26e40a5,ea8482cd71df3c1969d7b9473ff13abc,2018-01-02 23:50:22,27.99,15.10,2026-01-01
118045506e1c1dda060171af43fe11b4,1,2c4930c4b284c7b99db2a4c52071a45e,2a261b5b644fa05f4f2700eb93544f2c,2018-03-15 19:08:26,45.00,27.08,2026-01-01
118045506e1c1dda060171af43fe11b4,2,2c4930c4b284c7b99db2a4c52071a45e,2a261b5b644fa05f4f2700eb93544f2c,2018-03-15 19:08:26,45.00,27.08,2026-01-01
118045506e1c1dda060171af43fe11b4,3,2c4930c4b284c7b99db2a4c52071a45e,2a261b5b644fa05f4f2700eb93544f2c,2018-03-15 19:08:26,45.00,27.08,2026-01-01
118045506e1c1dda060171af43fe11b4,4,2c4930c4b284c7b99db2a4c52071a45e,2a261b5b644fa05f4f2700eb93544f2c,2018-03-15 19:08:26,45.00,27.08,2026-01-01
118045506e1c1dda060171af43fe11b4,5,2c4930c4b284c7b99db2a4c52071a45e,2a261b5b644fa05f4f2700eb93544f2c,2018-03-15 19:08:26,45.00,27.08,2026-01-01
12764e11143d316ea2257118daa2e3bc,1,337f10f83d8ba37edab89b7a0e9f32b0,42b729f859728f5079499127a9c2ef37,2018-05-29 16:31:23,19.90,7.39,2026-01-01
136cce7faa42fdb2cefd53fdc79a6098,1,a1804276d9941ac0733cfd409f5206eb,dc8798cbf453b7e0f98745e396cc5616,2017-04-19 13:25:17,49.90,16.05,2026-01-01
1370fae9b19ee5e01a2d609eb18b7c8a,1,a50acd33ba7a8da8e9db65094fa990a4,8581055ce74af1daba164fdbd55a40de,2017-11-21 13:55:31,117.30,28.20,2026-01-01
138849fd84dff2fb4ca70a0a34c4aa1c,1,304fad8dc4d2012dc4062839972f2d96,6860153b69cc696d5dcfe1cdaaafcf62,2018-02-08 02:53:07,39.47,13.37,2026-01-01
141ad0192cfa16174e4fd0a1a7e7ba4a,1,290bd89e961af9ea5a733bc477c50355,8648b1e89e9b349e32d3741b30ec737e,2018-06-11 21:30:06,94.50,9.58,2026-01-01
142ac5357e541e5881d26fc5eb5f3754,1,99e28f7c171b6945dc991d1178ffedfe,7daca0837f033a41a6f3428c18657533,2018-05-07 03:15:02,279.99,31.82,2026-01-01
1446390485bfa8ea593dbd273d725218,1,3c0f50234e2cac5b619f358d4325be0d,3d871de0142ce09b7081e2b9d1733cb1,2018-01-16 14:09:26,89.00,13.64,2026-01-01
14676aebeb151a1fa4f20e8fc3544621,1,898fa82b63404937c7a3c2cc77d6e5b5,4d9fea3499bdc22aa4da4e339365f215,2018-02-22 15:50:36,96.00,14.42,2026-01-01
14986dd5b5dc6b4203bda6666311e4d0,1,15bef25125df6626665f702257bd1e79,55dedd83e501d8248880557d9073cbfd,2018-08-27 22:30:10,155.00,14.30,2026-01-01
14d68c5b215a31950340dc9cb3f73efe,1,5a848e4ab52fd5445cdc07aab1c40e48,c826c40d7b19f62a09e2d7c5e7295ee2,2018-02-01 12:00:34,122.99,14.61,2026-01-01
14e6e050a57912543937e93051cc7b2c,1,3940247162a820eff119efe47b02182f,82cb9f452fe8334df74b22d37824b431,2018-06-28 19:20:23,49.10,19.53,2026-01-01
15bed8e2fec7fdbadb186b57c46c92f2,1,61d52f4882421048afd530db53d6f230,fa74b2f3287d296e9fbd2cc80f2d1cf1,2017-09-20 14:30:09,125.90,12.38,2026-01-01
15d086bbbae9b9e4b50c916c919479ed,1,c706d50b57c9e83293c2586d01f32445,7ecd59e5e20407131822c1a68ac59c1f,2018-08-03 06:15:12,49.99,23.50,2026-01-01
15fb9c745e91eff5482a9af2a5fad0e6,1,5650f9e1f73d0a1c0176988cf2e950d5,2d518637f53161b973e01f56ea4bb88e,2018-06-01 08:14:40,99.99,37.39,2026-01-01
169f6274660e528484fd239aa7d27097,1,f71973c922ccaab05514a36a8bc741b8,5dceca129747e92ff8ef7a997dc4f8ca,2017-07-04 02:45:12,89.90,34.79,2026-01-01
16c24987724018f73b746aacfbb5f8e8,1,f3dbf072e817667fbde052aae313cce1,973f21788dfab357250f69a8dcb7ddee,2017-05-29 03:50:25,135.00,45.45,2026-01-01
16cb3a72f04e248a1244b076ce0d9bb7,1,39774ab6b55af4ca99782e23935a97a4,7c67e1448b00f6e969d365cea6b010ab,2018-06-08 14:37:15,149.99,74.78,2026-01-01
16e38caa92e342c7780f68832f832d4d,1,4a1ccd2d546bbea7809a0cf98863eb50,b1a81260566c1bac3114a6d124413f27,2018-05-11 16:52:39,189.90,53.46,2026-01-01
16e62e9da7d33d61b6f26ccf68bc962c,1,aa2c2dd775bbdbfd93d8b8c36c6f55a4,ff1fb4c404b2efe68b03350a8dc24122,2018-03-01 02:08:59,380.00,35.93,2026-01-01
1790eea0b567cf50911c057cf20f90f9,1,2d8f2be4f08788ee3bf5356af2b2ee6c,d91fb3b7d041e83b64a00a3edfb37e4f,2018-04-22 22:10:26,186.90,38.00,2026-01-01
17c2ee64306efa76f1389315a974eeba,1,704ef63ad0ac345842ea734060a83db2,da8622b14eb17ae2831f4ac5b9dab84a,2017-12-05 19:16:55,74.90,16.28,2026-01-01
186d50e82bb60fc547f3dbf7aa6f6f8a,1,bb42f37fc3d9130e4a4339d24a47dd7c,da8622b14eb17ae2831f4ac5b9dab84a,2018-08-24 16:50:16,44.90,8.47,2026-01-01
18905a8655f8255bf50d2eeadce2641e,1,87a71ae93900ab55fcf685c8040769b3,8b321bb669392f5163d04c59e235e066,2018-02-01 02:52:27,12.90,17.63,2026-01-01
18bf036204cea32b152a8e2a2f2bab40,1,7239a6e2e573d13f4a62f90868e40264,7c4402417d51474d4d0cda9557340e40,2017-05-15 16:35:23,119.90,27.69,2026-01-01
18d686f1bb1270182c646fe337459d79,1,7945bb528c42095fccdf46321742afce,0adac9fbd9a2b63cccaac4f8756c1ca8,2018-02-21 14:27:08,44.90,12.69,2026-01-01
191a0013ee3ec32e27da5f85cf028081,1,30ac6df06dc59ad72cf2f158fc2d904c,0dd184061fb0eaa7ca37932c68ab91c5,2018-04-05 12:31:41,120.00,34.38,2026-01-01
19721d59a9764437477eff0730b48665,1,fd25ab760bfbba13c198fa3b4f1a0cd3,6d803cb79cc31c41c4c789a75933b3c7,2018-04-02 11:15:38,185.00,20.26,2026-01-01
197edbaa61a8a349f382553fd2180ee1,1,22a8168cf1f1c6347da8d29863b7f75e,612170e34b97004b3ba37eae81836b4c,2018-07-11 14:10:56,296.50,9.66,2026-01-01
1a08b06cb8b9b557453b70b83fdc69cb,1,db6796aa712a2626572bb3d0b9a039cf,4a3ca9315b744ce9f8e9374361493884,2018-01-26 13:53:51,69.90,13.51,2026-01-01
1a4cc55b483d875e3b8bbd64a1b31bba,1,6f2d7833b8f0a094571ebddebdc6623a,ea8482cd71df3c1969d7b9473ff13abc,2018-04-19 12:55:48,49.99,17.06,2026-01-01
1a7ee01992a69255a005e9db8a96d898,1,15f50a93f26d97e9c940e45271e8c177,edf96ef93ed595084bbcbd9224bd2894,2017-06-08 20:05:12,243.00,35.06,2026-01-01
1ac605c3c8e2ee53279c7b0bd52c6aec,1,1697727d6c82c23c7149c6c773683d2c,e89c4adbe7b1d0819dbb636e16461cf1,2018-03-16 09:48:39,159.00,18.02,2026-01-01
1b00c4d80c81cdbc36487c96c6e92f07,1,b6c3ac7e88727311d75dc5695fb9f18e,2f09f7d37a97956d11cc1a7cadd5262b,2017-05-22 03:22:50,95.00,17.92,2026-01-01
1b5bd1070a7857f30e0856e204f30f25,1,8551bb37c32cf4ff78125402b9c1942f,e21a1e8be4715b0fcfd5385643bc49c4,2017-12-05 02:18:46,29.90,16.79,2026-01-01
1b99333d39cf95f48be3864b2e1e88b3,1,0ae10ca52e6cb8745e17c11e7c43907c,520b493b57809f446cb0a233bb3e25c7,2017-05-29 20:35:07,39.90,9.94,2026-01-01
1b9ecfe83cdc259250e1a8aca174f0ad,1,ad673c1cd02b966e931f9db4fdc34791,9646c3513289980f17226a2fc4720dbd,2018-08-14 04:10:26,25.00,8.34,2026-01-01
1c35ac660d7ef6691b25d20df3d6eccb,1,42a2c92a0979a949ca4ea89ec5c7b934,813348c996469b40f2e028d5429d3495,2017-07-03 23:35:09,59.90,14.13,2026-01-01
1c5998a66da200447c5cbb528969a95a,1,44a6e4ecf7b48f87481c243383b1c4cf,4c498c7345e89aebad651544829beca0,2018-01-23 07:29:51,42.90,14.10,2026-01-01
1cb6cfd9e6306cfe607017391834999a,1,1c99a6128a79a5fb5a34c1c6b3be9067,7142540dd4c91e2237acb7e911c4eba2,2017-05-16 20:22:41,74.90,30.47,2026-01-01
1cb6cfd9e6306cfe607017391834999a,2,6f2c108731ef77738da45855e737c1bd,7142540dd4c91e2237acb7e911c4eba2,2017-05-16 20:22:41,74.90,28.43,2026-01-01
1cbcc355e275e5143ab1dbf260ca14f1,1,222efa72a47277d611b8b38d71149afd,cd06602b43d8800bd0afad514919d35c,2017-03-16 19:04:41,6.00,8.72,2026-01-01
1d067305b599c1e0dceb3864056ea527,1,2a2d22ae30e026f1893083c8405ca522,1a3df491d1c4f1589fc2b934ada68bf2,2018-02-22 12:15:38,148.90,21.53,2026-01-01
1d251ab94983c4adb11e4b168abb1439,1,fb92dc4602bd9224e0e267496748afc5,8ae520247981aa06bc94abddf5f46d34,2018-03-14 00:49:38,219.00,19.41,2026-01-01
1d5b194c01e762aa59a47ae8dca7199f,1,c6ea63369936552872ae890c82175b4b,37be5a7c751166fbc5f8ccba4119e043,2017-06-19 18:02:36,219.99,15.14,2026-01-01
1d767ef13195f2cb3337b6b077e1f752,1,995132c3d9a4d244fdc9fb4b3d5c8e82,725c32fa80c2faacc4fc88450d27314e,2018-07-25 15:59:57,139.99,17.17,2026-01-01
1da00355018ed3e0fdd548cf3ddada99,1,59c1840441f4df065f52760bf51a8442,cab85505710c7cb9b720bceb52b01cee,2017-12-21 20:50:00,64.90,15.20,2026-01-01
1e7aff52cdbb2451ace09d0f848c3699,1,8c591ab0ca519558779df02023177f44,a1043bafd471dff536d0c462352beb48,2017-05-25 19:05:17,119.99,34.20,2026-01-01
1e8c81805b92ff169971231458670460,1,04d70d184a7c12c93cecd9c0d8b5ad69,c70c1b0d8ca86052f45a432a38b73958,2018-05-10 10:51:52,110.32,18.65,2026-01-01
1e8c81805b92ff169971231458670460,2,04d70d184a7c12c93cecd9c0d8b5ad69,c70c1b0d8ca86052f45a432a38b73958,2018-05-10 10:51:52,110.32,18.65,2026-01-01
1f3fcd02b6ab99b6b499dcd412076175,1,85095e161b46d68305c1293b02c27d23,70a12e78e608ac31179aea7f8422044b,2017-07-26 06:35:12,145.00,9.76,2026-01-01
1f6405caa14a2debb88594b0471ed340,1,c81ae6207142d6d844dfe928e7e51b04,c87abc38c8ed3240861729e1aeadf221,2018-01-09 04:08:40,133.00,15.68,2026-01-01
1f69e4870ffb8313df2fef3df0af2718,1,b5f0fcccccb9b8be8914e92fd322804f,ceaec5548eefc6e23e6607c5435102e7,2018-03-19 10:29:08,380.00,35.83,2026-01-01
1f7ef4e37ca10d4ed60f43c7cf81e181,1,c211ff3068fcd2f8898192976d8b3a32,da8622b14eb17ae2831f4ac5b9dab84a,2017-12-26 09:58:26,24.90,15.10,2026-01-01
203096f03d82e0dffbc41ebc2e2bcfb7,1,5ac9d9e379c606e36a8094a6046f75dc,633ecdf879b94b5337cca303328e4a25,2017-09-25 04:04:09,109.90,8.96,2026-01-01
2042abeefae68e63a8aa30edd4b0eb48,1,fc1d8637c0268af3db482c14b7ef8e75,da8622b14eb17ae2831f4ac5b9dab84a,2018-06-04 23:49:24,149.90,12.14,2026-01-01
20a6605d8265ca357d15eaf4f6710f63,1,e6b6e13cf71449a457269f425b89dc74,b2ba3715d723d245138f291a6fe42594,2017-05-18 15:10:13,89.90,15.38,2026-01-01
20e0101b20700188cadb288126949685,1,64d0feb1bcf9c7fe7b5dad3271c10910,e5a38146df062edaf55c38afa99e42dc,2018-01-26 19:36:35,89.18,16.38,2026-01-01
210e60465099814a1d2c7635e4065153,1,b69eb25e3a4def8e9cddee18712e0c5e,8ed8ea9a57c862f2c18c2fe41f601d56,2018-05-11 18:54:13,199.00,32.79,2026-01-01
21c71f62d2554e1ad6c8ba9dc7af2c62,1,43423cdffde7fda63d0414ed38c11a73,b1fc4f64df5a0e8b6913ab38803c57a9,2017-12-29 04:51:23,59.99,14.17,2026-01-01
21f4a37ec131158f1615d0f186f190af,1,78119fbfa709d07b86f5ccf15043c6d6,b33e7c55446eabf8fe1a42d037ac7d6d,2017-12-28 20:30:28,199.98,12.90,2026-01-01
21fc1ff2a7ed8b2ec6ff62ac18d7a1b7,1,9c3225fb1d3bb4943cf7be6afa4b4246,0dd184061fb0eaa7ca37932c68ab91c5,2018-02-21 11:15:32,55.00,16.64,2026-01-01
22bd668810988f93e2c335459e72a312,1,2629c2e1e3a0b360912763741f1bb7ef,0bf0150d5b9d60d9cd2906003332f085,2018-01-03 20:35:30,64.90,11.73,2026-01-01
22d17396ac4c177e0ea83929cd4f845d,1,83b00325c13c44245b2c3a2befa62a0e,ad781527c93d00d89a11eecd9dcad7c1,2017-10-03 14:56:18,159.99,57.79,2026-01-01
22ff7c206b68858435452298296c2fcb,1,da1cfaaffa7720fe28f26f18d52f5ad9,0ea22c1cfbdc755f86b9b54b39c16043,2017-05-04 10:32:12,39.90,10.96,2026-01-01
232b75e8b6faa6ca2063184414e634a7,1,952670bc019a73f0933157ec82ff6e4f,37be5a7c751166fbc5f8ccba4119e043,2017-10-04 03:35:03,159.00,21.95,2026-01-01
