customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,ingest_date
884e5773f9ec5902aec38d330c7daa7f,027179319d6e0b4958b300ba6e9e35e6,72145,brasilia,DF,2026-01-01
7b05d440176a2b2e195cc8957cbdfc8c,f6d9da147a1feafa65e8d57c51cea44a,21321,rio de janeiro,RJ,2026-01-01
6e8a9c87724e18b7e567193cdd3e4b45,8fe805d171f920bf0ae393368aad5316,69800,humaita,AM,2026-01-01
d156b6d121b154d0eae17d8993d4dd40,755751fa93cd2d53adcd3f55b2fcab3a,15370,pereira barreto,SP,2026-01-01
690515766f9073c82cc07cfa11c4fc11,5925dfa8cd87ab4d852383f7039c8bc2,04271,sao paulo,SP,2026-01-01
3ac33dfea62e0b085b5cfeb64bee5f21,fc8082a08a30524173a53dfdbb800e0b,95960,encantado,RS,2026-01-01
0fc25a3451d81cfe409466e229afdbb0,43088e9ae1468ae7f8f6bd222b6a7329,12080,taubate,SP,2026-01-01
00f73459a4d3be97ff307dc869da0aa9,f0e721656838e4d20a956242308007c7,04571,sao paulo,SP,2026-01-01
b3c3c1b58dad3d55671825fe3715321c,40d306efe27702bd8ecabd6c35f32ddb,40155,salvador,BA,2026-01-01
4f28355e5c17a4a42d3ce2439a1d4501,4acce2834231e13b1514915adda5ec2b,21910,rio de janeiro,RJ,2026-01-01
f8975f0842ae1e4670a410a02b1b5053,83d1d424c386ddd0ee98407d038bcdb2,02185,sao paulo,SP,2026-01-01
271f76c70ce217ee656713b99097eaef,6985e81d9007fa0eac3c04a9752efd6c,91750,porto alegre,RS,2026-01-01
9c2f403519bcb363683a7179f0f94bd4,dc83fe8f72fb4388f079a2f9b586240c,08599,itaquaquecetuba,SP,2026-01-01
6a3dbc73fd55e0c6ecbee56656482225,972982ede3727673962ae6e5ae515166,90660,porto alegre,RS,2026-01-01
05f1c2a8e913a4084727ac728bbdbec2,9107708e80782c0f6ccc2b607f5f2a6c,17900,dracena,SP,2026-01-01
d436bce514752338004b26a232f21008,f4c01ec1c1160a873642b614ebd6d72c,37476,cristina,MG,2026-01-01
dacb079d55ffb1d3955c5d923df3ebb7,12cc890391e57d7123e004856ff1f137,50090,recife,PE,2026-01-01
3ce8f9a70471f7eb4e9f4de10402dbec,9849752e9f7a2aa67acc5ec6a5eb4725,18604,botucatu,SP,2026-01-01
cacade100f1ef4bb325438538d726a76,0d75e26f60500a90bbf13fa2b9af61cb,82320,curitiba,PR,2026-01-01
ddbd5d378c4a0981ba1ef29fb8e40b8f,74182c655b0270d9dde23ca43bb16a2e,75533,itumbiara,GO,2026-01-01
369ec69ef76c47e51980b88a5740dc1b,1acfddcc366d45e07b84eedc46282cdc,48990,andorinha,BA,2026-01-01
68c85132eb3b96fbe6cbddc09a568d24,2df79c0c80c225d537833abb01a1a8ca,04216,sao paulo,SP,2026-01-01
aa3d8c9eec8e52e90b117efe5e97a560,65daa8af71675f5b6e90b235f029438c,13165,engenheiro coelho,SP,2026-01-01
cb85fd1337a9b227e49fbcb893babd71,9b953c95d48d666d4a7da3aec936f1ab,13416,piracicaba,SP,2026-01-01
ab8844663ae049fda8baf15fc928f47f,02c9e0c05a817d4562ec0e8c90f29dba,08577,itaquaquecetuba,SP,2026-01-01
4229505b5f66e1c3cc7cacd14af16a8f,54d97c70f72815eae0f2538364774a7a,06765,taboao da serra,SP,2026-01-01
5471b1f70a167766bc7eb4ed0f4d1b8d,1d94328e99e3a20baebf58fbdf717dea,59082,natal,RN,2026-01-01
38ccd077e65d89b8a720be73bfaa9c6f,4521ca49d47fa50f2b98f0c71cbf5ae7,99615,trindade do sul,RS,2026-01-01
218874412ede29f4f2cf826409ad90aa,61b262310a6e93c6b63efa804ce63a7a,20550,rio de janeiro,RJ,2026-01-01
15bea20cd005ed59d34db54c6b32ec98,02c639f8dd288caf7cc6dc66513c23b3,35610,dores do indaia,MG,2026-01-01
48c83ab1910a8d95f8702dde180d658b,33d5f77e44abcb42cdfc86854e5fce8c,08560,poa,SP,2026-01-01
3187789bec990987628d7a9beb4dd6ac,6087cfc70fd833cf2db637a5e6e9d76b,88780,imbituba,SC,2026-01-01
bd13582471af02ce718568d9cf8bbd93,ecf3b5c0c40d0fe49084ec3a467b952d,11706,praia grande,SP,2026-01-01
cb1e2bf26acb98ef66bb11447a218cc2,6fd9de387d337ad313a16b4c591ca753,41920,salvador,BA,2026-01-01
559f9d302aa523b2dd718e956f248db5,b4f36e3de7babd2a14f4a8d4a21d1eb7,04685,sao paulo,SP,2026-01-01
e30b71f331d7484590d41e75507583fd,8fbdbbd660038497768d62fe719a7919,28613,nova friburgo,RJ,2026-01-01
316540a76ab1fe860a9cddf7f2f6717a,8234ef6394990aa58bc7078911f82f1b,07175,guarulhos,SP,2026-01-01
e413b51d04fdbe619c2cb28cda3046d6,7aedba48051dfe957b59e5d052c16f71,80610,curitiba,PR,2026-01-01
803ac05904124294f8767894d6da532b,34c58672601f2c6d29db7efd1f6bf958,38650,bonfinopolis de minas,MG,2026-01-01
8628fac2267e8c8804525da99c10ed0e,7973a6ba9c81ecaeb3d628c33c7c7c48,85555,palmas,PR,2026-01-01
e05df6dee2d1b0a7782f771120b9e826,9526faf43eb079ae6eb94cd2fd8982c6,07953,francisco morato,SP,2026-01-01
33a366be73843c5da3d68f3d3427afd6,f00dcc95289fc9d9a4938889748b94fe,97095,santa maria,RS,2026-01-01
7c5f8c2e42af586aa1b1cc8d6bc40732,147324a07e96b3cfb515d94137b4a327,12245,sao jose dos campos,SP,2026-01-01
fdb50c069d85c482f1ecfde317595741,18c75282901f7db1fe38e8c9a3ce4c12,87120,floresta,PR,2026-01-01
02ed2cff54eb047cdbe79dd0535945d4,757921c3d0047781031e9bcbaf2c393c,05119,sao paulo,SP,2026-01-01
c39bde0d4030d5e31e654f0c20db9786,8e4404700874036dbb2c606039875e1a,12243,sao jose dos campos,SP,2026-01-01
661652a4ba9255d6a913c339ee78d5bc,8990154c8645a3efadc9b01e1891d255,04421,sao paulo,SP,2026-01-01
a9c9532060c9d245f06526c633d2dfba,5f38cc36e507c4d880489be38964af19,27262,volta redonda,RJ,2026-01-01
fc6408fa8083f3c01b1f287709714321,6e94cdf4b593972f9d558b3d0c036851,37704,pocos de caldas,MG,2026-01-01
98748c370ddce9072c32164a357de627,19473c6ffcf611d71a7ea7f03a17f6dc,22440,rio de janeiro,RJ,2026-01-01
4fa1cd166fa598be6de80fa84eaade43,68954feaafe4dd638f3bd3e2afa174ec,08473,sao paulo,SP,2026-01-01
027efc2251512b9150aceb9a5e5b7f53,9e8876439507a7c603809927dd6ef09d,88303,itajai,SC,2026-01-01
bcc8d940cce330c07102f7857ae2da79,cdf40f3d0b93839f37972934deda0d65,13479,americana,SP,2026-01-01
d68901955dc622165460ba6cb4ac49f3,daf7dfe5576b8c581e8353aa8608a008,12954,atibaia,SP,2026-01-01
156a795ddee88514dace920fe888c46e,6c5ce6b9d419df2b111d90a6e85a10d6,02993,sao paulo,SP,2026-01-01
da82d24c21654f951fedc813df8a5dc6,645d54fc2f9c61166cdac23242542979,89015,blumenau,SC,2026-01-01
cdfe21141f5df77ba0fb20bef6621a9f,396e89f9a8b20de569b4f649539028db,08421,sao paulo,SP,2026-01-01
330ca6b207006779da875ef48faef608,c3fcf3b664801fe10c4d9f62ac72b21a,02671,sao paulo,SP,2026-01-01
5ed8d20445c356efaf39b27949caa8c3,6f5b9e28a0abfb51e391191320d33a56,39801,teofilo otoni,MG,2026-01-01
0728f6d108255cb411a50fb646c3c7dc,991b34b2a28841c492dd1f8567935ced,45700,itapetinga,BA,2026-01-01
0e8ada3654b94e0d569b44233db3c9dc,430205ab3bd4700f1934a49b0f6c610e,71503,brasilia,DF,2026-01-01
660e0dca520294ab5ff435d0298627f9,f2beb52a2427676390b75433a5a03bf7,66630,belem,PA,2026-01-01
cf8ffeddf027932e51e4eae73b384059,6cbe8a392b76916e84c2faf69d0d0da0,13454,santa barbara d'oeste,SP,2026-01-01
bab0c43a2325bbc9ea398b00f8db0717,7c74eafe37979f7cad43c4cae0769b74,05136,sao paulo,SP,2026-01-01
48558a50a7ba1aab61891936d2ca7681,42f80af2e6c585667e4eb416859ae153,39370,jequitai,MG,2026-01-01
b3519c0352b07bc3017acebea4ce6724,1e85d1d3ecbe271f8410d13ce6bc189f,12420,pindamonhangaba,SP,2026-01-01
18ad705482141f60ad05945506ef2b9e,37d2d1ac62901f9a36cff32ca86c9337,38400,uberlandia,MG,2026-01-01
7093250e1741ebbed41f0cc552025fd6,cadb385cc1299451df18febff40aabc9,13056,campinas,SP,2026-01-01
0c7a95280b3f80eadd81c829e093dbec,46a5335f5fe2f04744ec3535fc6e36f7,65066,sao luis,MA,2026-01-01
2238c417bc745d8fa7d7389d8b22154b,2990f218665832600f7180650703052d,21011,rio de janeiro,RJ,2026-01-01
33b0d5c2438d9cd6426c6568dfbb908d,5824772f55a94d6c06cbd5df136f5ba4,88331,balneario camboriu,SC,2026-01-01
7df71d1652cfba8b2a70cf665c960f74,cb644c8c88c4705149fc0c7dd12d596d,85950,palotina,PR,2026-01-01
6ce9b26c054b6e299e017f732a862b87,2d38f064a1ddd82c8c14beadb7bf0c38,41620,salvador,BA,2026-01-01
71cc75a603db03ef612d52f9f223e68f,ab1ab390f31be556889e96b7d19bc610,55670,sao joaquim do monte,PE,2026-01-01
60ed0bdf61ebb2ee39c9b7fa7dbb9ee6,99f8895e8d1d341a655d0800cb5590f9,13650,santa cruz das palmeiras,SP,2026-01-01
b896b244963dc7543d400ad82d6710e0,3d8614b1f25530eca12661dc8b10a2fb,03962,sao paulo,SP,2026-01-01
95303e4c9c23d67877e4b20afb04bfa8,ffc142edc6bce329c6df0006387a5a77,18020,sorocaba,SP,2026-01-01
0b70134d7e2d9773897833e933c6ec5b,93360190b9375a40b65720ee99387a4a,87005,maringa,PR,2026-01-01
a4156bb8aff5d6722dc68f605d8fa241,ff755148365a0062374c353946b68aa3,35138,alpercata,MG,2026-01-01
4d493a5e3a53373d3bc26a01575a71dc,9b390e923bbf7e3edc2bcb93d8707355,43700,simoes filho,BA,2026-01-01
6b74fa3521fe75edbeff9948022f13d1,ee3944b64a4a9207cf551a5fe12982d1,38550,coromandel,MG,2026-01-01
b4214b2e14c916724d94efe51fcbd1f0,1eaa53faf68bb4c2a2d95a56b63aa8b1,74533,goiania,GO,2026-01-01
c8d8df677303b51ceb3ebd595969502b,eca99c7b0bb707d3f08b027e8994b79e,17340,barra bonita,SP,2026-01-01
68b315ac209c92f15ec1f364f5d45e67,afee8d312f30964ff72528a719219034,37010,varginha,MG,2026-01-01
2e21846cd2112929ca821e9716281192,449ba149df652b663c8a8605eacb146d,13212,jundiai,SP,2026-01-01
8b212b9525f9e74e85e37ed6df37693e,f4a7ef6bd931f83d75d83b71c94e90df,13568,sao carlos,SP,2026-01-01
6c347ef65dd574fb9c2d654c3650fc43,6a0a549e7d20a02c112dc6be0c395a51,55375,calcado,PE,2026-01-01
c77ee2d8ba1614a4d489a44166894938,9c9cef121cb812cb301babddc2d8331e,38067,uberaba,MG,2026-01-01
a06d5e88e559441070e2c1e9d4be49b0,6eff1cd9cc7f4dde6e1cbb679e219a50,21321,rio de janeiro,RJ,2026-01-01
35ec6c1ca9e5844c5ca94214cce16dca,b854c56e1163bced9c3ebf1e4a6576f3,36021,juiz de fora,MG,2026-01-01
ff20530ce012df37828978c25f3dacac,cec2d86889f4d9a19aeec4c8d4e1beae,07232,guarulhos,SP,2026-01-01
da757be0eb9978feb09365ed3bdfc679,663d5a1d3fccfad3a3c4574072794a8d,16370,promissao,SP,2026-01-01
be8c14c16a4d47194ccdfe10f1fc5b1a,c86a25b8f5f6c203bb3471553bdc3200,13157,cosmopolis,SP,2026-01-01
8563b07a84656ff32968702daa37c468,b8d95b1bc28f71750ada508312f1e176,25271,duque de caxias,RJ,2026-01-01
99ae056139c928155fbb6789440c8824,362f74c1d6e7015625b8464d05a8a149,03520,sao paulo,SP,2026-01-01
c3de914e671cb1e98797f42b2f797274,4268ba27ab73c81466d3068e501223a3,08579,itaquaquecetuba,SP,2026-01-01
5e320e6a4f03e2e74bc22e1158237fbe,8a2530b1bf32235ed2636468ea0b1582,95012,caxias do sul,RS,2026-01-01
9ce1401cf82bd5420fe255e02d6292ba,cabd6d095f9967f7044473021795247c,06362,carapicuiba,SP,2026-01-01
d954782ec6c0e911292c8a80757ef28d,2adaff8e437d7153f3326cf14187d821,06519,santana de parnaiba,SP,2026-01-01
3957cd0afb5bb497ebba4cc825703737,2e9fa6156ef798653e721237123f372b,88495,garopaba,SC,2026-01-01
e40265c6ceebf38ea830b695d9340bda,f2a84e3bcb9db0d7ae7f66c23f6a390d,37350,liberdade,MG,2026-01-01
993a76ab0714792eb45d4ebdd58e9a1c,773d6a126278eaa169f2daeb9cc23ef9,85960,marechal candido rondon,PR,2026-01-01
9cd169cea5076bf383e40a261d7b7142,c672c78ba400adf4deb64f3aedf65cb0,13060,campinas,SP,2026-01-01
e07792fb0958a7d0faff87fb1aa58f8e,67bddde1844b238fe25995cde1612b4e,62665,sao luis do curu,CE,2026-01-01
9a28e3a685c60162824386a74a34771f,9eed794c3e994632e1d60d9983f2cbe6,25520,sao joao de meriti,RJ,2026-01-01
61449fa1b8b8998c9c3f3a7f0ae954ef,d2f122bc3109d7fb2385daec2d6ef7f7,07600,mairipora,SP,2026-01-01
511565b2987c19e165331306886f10f8,da76149820a35f0ef7ab70037d9dc9c9,03922,sao paulo,SP,2026-01-01
42bb82a17b70bebcc6090d38d894ea3f,0f524b9f56efaf32d066ef999d95840e,93310,novo hamburgo,RS,2026-01-01
243ee97e01766bf68c3e30f0fe572490,2c613e1daa937ba2dda45140c410f48f,13221,varzea paulista,SP,2026-01-01
cf801016b25bee7696b5f84e5c944b34,bd27c65e0405e162422cf80ab58aca59,25275,duque de caxias,RJ,2026-01-01
01b2ab1c903b4ecd0442a3ce48d89caa,b20060de6cb6e49f4fbcf32a9effb25b,07272,guarulhos,SP,2026-01-01
8eab8f9b3c744b76b65f7a2c0c8f2d6c,e4000306cf2f63714e6bb70dd20a6592,74595,goiania,GO,2026-01-01
12ae89712aa5a178c22147486d3cd310,3b9e2937de55d40ff1f7539bee704b40,20720,rio de janeiro,RJ,2026-01-01
24d47eeeee1e60eb5caf099281d0b3b8,e88522b2099d00ffd478720abcaeba48,28300,itaperuna,RJ,2026-01-01
f5618502bee8eafdee72fb6955e2ebdf,fa0ee7ceb94193fb02aa78ce3a55695a,06395,carapicuiba,SP,2026-01-01
8dd1c4e88c1db62830ab1f7c56b6ee42,479d6a0c8b13debeddbe4129756c6c68,98794,santa rosa,RS,2026-01-01
4d225460f83ea2b1ac705ad1d5eef02f,1a2d84203a039be469e1e754f4b8b0b2,29146,cariacica,ES,2026-01-01
0966fbba1c0e8c5e26e31166c2fd3ce8,80c005e764b7eb039df094f0c3e22c70,74643,goiania,GO,2026-01-01
7ffae0a2b02796d8e66fdbf0fa6e08b5,b289291bcfd0b339685b14bf220db3ad,12242,sao jose dos campos,SP,2026-01-01
d022cc2c5b40e84f1c19866f337c7a68,bbf0d1ddbf8bd44d192f056919e9b706,86802,apucarana,PR,2026-01-01
acd575d7382968889f41a5a3f37510dd,323c4e9d78f774df9255793377ce636e,77645,lajeado,TO,2026-01-01
2ae1291d11904be5f9315472cc178cbe,62234bde75e95fb025e2499a0a3bbc2d,06528,santana de parnaiba,SP,2026-01-01
3df704f53d3f1d4818840b34ec672a9f,04cf8185c71090d28baa4407b2e6d600,05271,sao paulo,SP,2026-01-01
f06a94a401e52fb019c72f2e8bbf6a2f,d4b1297d645ec19df4cd0af8cd6fe14a,48410,cicero dantas,BA,2026-01-01
b6f05b99667a02c3722610a7bb6b4062,d3940a0df7ce0786ee2c5a68f8149f91,18570,conchas,SP,2026-01-01
fb9590a1e30e0ba8304ea73a31325797,4f262a3ca91e56d568fd13240c3c3652,11740,itanhaem,SP,2026-01-01
4f0986f70a792beba9dcbf15c32ecd87,8435888e6fe36391280b28b89412fabf,12308,jacarei,SP,2026-01-01
a6d8c2fa92836346256c28d885d9eea0,a5931be4783e1a1dfbda5c6e145d96bb,02845,sao paulo,SP,2026-01-01
99907dc980230daa7bc0c7e6fb0b08fc,50343a5529a9ab46eacfd1fdc387cf0a,40285,salvador,BA,2026-01-01
ab23dc90e86086221732547085a7f9e3,5af9e3c7acac75b674e2a7510bf32f69,07432,aruja,SP,2026-01-01
67407057a7d5ee17d1cd09523f484d13,7cfba6e55439cae3fd2479d62fafe67f,22240,rio de janeiro,RJ,2026-01-01
af5b08db5f1a31a3b6856a8a6dc33167,cd10a74ff01ce316302e0db00e90ccb4,62620,iraucuba,CE,2026-01-01
660c817af06c2d842014a12d5871c1f9,d89190fac424f73403381fd7ab645e05,05108,sao paulo,SP,2026-01-01
23a892e7d6549061e95045636c1c338e,308f0a729f3440afc0b59c38f133a8f5,14051,ribeirao preto,SP,2026-01-01
a9b67ff10261665661f54c364e82d9b2,05bc8e1bebeff93bdf784213a7aed5d7,17022,bauru,SP,2026-01-01
957f8e082185574de25992dc659ebbc0,07d5b1f9bdd053347f0213187b343ac9,03531,sao paulo,SP,2026-01-01
bf59771b1ab3559105d03691c8c99794,cb2d00950f18d7d8f7fcfc8cc3a173b7,15685,ouroeste,SP,2026-01-01
1181d20ba074543832905275fd087e73,2fc9a64ae672512016acd52bb0d59c61,04313,sao paulo,SP,2026-01-01
d265ebaf9a745999a30e6a9eb778fe3f,04ecdc3e754a48294d832436960a3280,30865,belo horizonte,MG,2026-01-01
4146dd1b456444cd54142b5a7c4b9405,9160831db912b9fb5f89d075588d68a7,14720,taiuva,SP,2026-01-01
d68585c54450af4bfc04cc6cccbcd607,fbe53ee8a67e9fbf5cdb52d888701527,17206,jau,SP,2026-01-01
32fa597a3b06db1949ee96c416335b6b,bb477df0c32c10ffaf2b2c5e81169f20,45140,itambe,BA,2026-01-01
afb19a4b667cb708caab312757ec3d3f,a7e7b19ff34ab885f7b7331de2417cf3,78043,cuiaba,MT,2026-01-01
2c07e5f16a6a9c98a3837783b7e6fc4a,637083b346bff4660523a74fc4fa8b73,78705,rondonopolis,MT,2026-01-01
d1460df3c5915f60fcc35d265ac392ea,7fe369a374dba4f97910c97f42cd6d6c,23047,rio de janeiro,RJ,2026-01-01
148ecba880f508ca2d5b6744b6a7b6c5,344fecfc1b158f40bd95550e62547fda,36420,ouro branco,MG,2026-01-01
a2f475be29f915fa902863f62308df8f,aa2ca40652b784ea8e309f01611e4ab6,21610,rio de janeiro,RJ,2026-01-01
c4e12dfa6412f54cb99c38787dca987f,f89f986f723349c377779c8197fa7ce5,04174,sao paulo,SP,2026-01-01
387752a856ae611e11987f531cf59966,b224df8756a4e80f5598fff21316b833,15085,sao jose do rio preto,SP,2026-01-01
08fe63b02e7e846c85b8a49b9fd540d9,29193837afc61c50550bc1139e1d822b,80035,curitiba,PR,2026-01-01
640246e27e1df1ffe19d062550d0d5ab,e8a7165667b5a473e0b04dae68d6b88d,28909,cabo frio,RJ,2026-01-01
fda187c74a59672dfd4c786231565791,c48f157c4de3d58b5087490cd61d97a8,30421,belo horizonte,MG,2026-01-01
2c8be64d4c648b0bbf8412c53761ae27,0aadc1d26d1c8b88a52c39a533ccea93,40055,salvador,BA,2026-01-01
6df6c2eeaad604627aa688ae063741b2,174f249b4817e23ef163ba88fff61278,90230,porto alegre,RS,2026-01-01
3e5d28a6beee2449a50a07da9866d2ba,097442a1538f33ea89dbbe3779fe6db0,35200,aimores,MG,2026-01-01
242b387a8eebcaf8ea3c588cdc79eb5b,14aad6719aabc250f03de3beb57ad2f5,25660,petropolis,RJ,2026-01-01
933bf00ad9a4f8bfd36bd85e09bd6cba,4ccacf05f1c687822fc379cec1a70493,04401,sao paulo,SP,2026-01-01
b84438b09aa33a6e08673fe173f9796f,99ecf7e96d410a094bc95f5d3cb9d98f,01423,sao paulo,SP,2026-01-01
bd2215daa338b34c697773ceff4e013b,fb485d47aaf4805284599c09e8843809,40301,salvador,BA,2026-01-01
2c5491a76ec0a56db58282ea7ae70617,a4031c5f35399c228a1cd7ed7431fd02,22733,rio de janeiro,RJ,2026-01-01
9f4c898706bf2b467ace0539e0319fcc,350e8172d9a1ed3cea31f50e09de726f,38415,uberlandia,MG,2026-01-01
6ee311afc0adb5663ad53868d46ba39d,089b7f0bd3654dae116bbef61b197fea,11700,praia grande,SP,2026-01-01
ac4e328e156057d602bb4d7b146d5468,b7691a211ab550e0b5f3bf33ade5f5be,07041,guarulhos,SP,2026-01-01
d9abf57c9a7f1cd9865625d2cba96053,34c13cd5451e9a2b8dcd0a2260ad631b,50731,recife,PE,2026-01-01
6dbe3c4683c66130a8e242bf4bb218d9,2a151ec82fd8a1ca7c3e212651ab5b24,22793,rio de janeiro,RJ,2026-01-01
cb1b31ec399f6183dee790a4c349e712,2fe074ea3cc24b8fd57d29effc995f8b,01409,sao paulo,SP,2026-01-01
2f005421793ec9f86d5d654b8af675e1,bcebdf69569a5b1cdbb67ebf178e794c,04653,sao paulo,SP,2026-01-01
caded193e8e47b8362864762a83db3c5,08fb46d35bb3ab4037202c23592d1259,13215,jundiai,SP,2026-01-01
eb3203704b8613482fed4eb17ea5d66a,16c5ef9aad92e31e119f7a202272e6c7,08940,biritiba-mirim,SP,2026-01-01
