order_id,payment_sequential,payment_type,payment_installments,payment_value,ingest_date
6cd474b81add3c3d62536cab3e34aa23,1,credit_card,2,180.32,2026-01-01
802ee584365ed44c00f4207fb17ae67b,1,credit_card,5,57.98,2026-01-01
186d50e82bb60fc547f3dbf7aa6f6f8a,1,debit_card,1,53.37,2026-01-01
b06112f703115e6d92f3baf4e2458a5a,1,credit_card,6,241.74,2026-01-01
d65c179a817be22977e263fbc1a4fef4,1,credit_card,9,96.02,2026-01-01
e897d96adf4da16805cd6faf2913ce48,1,credit_card,5,424.00,2026-01-01
775130c792f4c6460c63162e994a1114,1,credit_card,2,273.27,2026-01-01
ac244956f757aeeb76242334254bf9a5,1,credit_card,1,0.58,2026-01-01
88c588c116fd06fb8e48dd83af88ec4a,2,voucher,1,27.75,2026-01-01
05387d537bd2e5027aadbfb6a5123e4b,1,credit_card,1,43.78,2026-01-01
32bda40452bf0485c310bca24eb53886,1,boleto,1,44.87,2026-01-01
f833a0260cb98fa615a517d4e4a8cdf3,1,credit_card,8,110.98,2026-01-01
28b2d19e3d604381f30089a68a4e0831,1,credit_card,4,78.14,2026-01-01
6cc4eb51469dec50a6130fe1cd07b7f9,1,credit_card,6,139.17,2026-01-01
18d686f1bb1270182c646fe337459d79,1,credit_card,1,57.59,2026-01-01
76c6e866289321a7c93b82b54852dc33,1,boleto,1,35.95,2026-01-01
bca3dc20a3ec02261c5b17dc270e9e65,1,boleto,1,101.34,2026-01-01
6abaad69b8b349c3a529b4b91ce18e46,1,credit_card,4,57.00,2026-01-01
d3c8851a6651eeff2f73b0e011ac45d0,1,credit_card,1,299.84,2026-01-01
507240e305d631056d7ced5d5ab0eb9a,1,credit_card,1,59.47,2026-01-01
9a40a61b2f04271f655c7423a3fb82a7,1,credit_card,1,130.69,2026-01-01
53cdb2fc8bc7dce0b6741e2150273451,1,boleto,1,141.46,2026-01-01
b3fb87dd5ffb58351fd40c4f9fe03cdf,1,credit_card,2,120.68,2026-01-01
563404de47cdc6763e7eced487016b66,1,credit_card,1,4.35,2026-01-01
f271576bed568e896f99eb710cd3a6f8,1,credit_card,4,824.76,2026-01-01
90855e99e15fa22aff68cdb4323b27c9,1,credit_card,2,115.79,2026-01-01
5691d72069359cd293ac9a14f1bd5e9b,1,boleto,1,72.05,2026-01-01
5a63a60ea2852393994270157cd61e0a,1,boleto,1,77.66,2026-01-01
75f433fd5ff62807235cb08b520c3c49,1,credit_card,3,165.57,2026-01-01
2f4545bda1b1c794a9a35a3fbe4257ba,1,credit_card,2,118.23,2026-01-01
5c2d1d55c31db1cbe069dc9b6454b897,1,credit_card,4,117.45,2026-01-01
53239db74c7835641f106ef90b3d0100,1,credit_card,1,154.90,2026-01-01
5a00ef28abf9645038a7d37c1639d2c2,1,credit_card,5,200.23,2026-01-01
52f166ce5fa053bbb27d317e4fd231b7,1,credit_card,4,446.51,2026-01-01
4652332a6a0d39960cdec082ef7b52b8,1,credit_card,2,164.66,2026-01-01
fb9b2930f4a30f96c7cc98eaaa85e5f0,1,credit_card,5,84.43,2026-01-01
e659b8223be6f632acb24fb80cf50ca9,1,credit_card,4,87.21,2026-01-01
5164933efe0cd14f31424b9badf81f19,1,credit_card,1,141.90,2026-01-01
c4d2f075fc3bf3a06d1e68e113c35cbd,1,credit_card,1,79.63,2026-01-01
25d47ee9a060a0359e8a10a858fc39a1,1,boleto,1,190.48,2026-01-01
0daf1f0e67b534ad873ba61c5d6ad7d3,1,credit_card,5,153.20,2026-01-01
c7172e1a6b8de65fbc6e9e77afda672d,1,credit_card,1,80.20,2026-01-01
d16d35b47ec2d842e3846a4c7f4586d0,1,credit_card,3,77.75,2026-01-01
825c221a4e981f278e9c5ec6ead83a3f,1,credit_card,4,87.44,2026-01-01
112f6cd3047e7f158607233e26206398,1,boleto,1,119.89,2026-01-01
1b00c4d80c81cdbc36487c96c6e92f07,1,boleto,1,112.92,2026-01-01
e481f51cbdc54678b7cc49136f2d6af7,1,credit_card,1,18.12,2026-01-01
04a59fe46fc5aa341da5378c195ed53c,1,credit_card,1,75.18,2026-01-01
858505c5992f35429d07aae37bad60a8,1,credit_card,4,44.41,2026-01-01
74ebfa44a323c96a7760bd693d690a3d,1,credit_card,10,393.46,2026-01-01
6942b8da583c2f9957e990d028607019,1,boleto,1,69.12,2026-01-01
0d09617395364c88c4ad7c457b439314,1,credit_card,3,143.90,2026-01-01
884cb4ce4a06390d35206de06f785d13,1,boleto,1,24.38,2026-01-01
01a75ac3dd000b7628a684be97c29234,1,credit_card,5,58.00,2026-01-01
47770eb9100c2d0c44946d9cf07ec65d,1,credit_card,3,179.12,2026-01-01
a17fec30c4ce5a766edee3f4c7701c0f,1,credit_card,1,64.42,2026-01-01
e9ce52cd563d0124dced659e69eab10a,1,boleto,1,312.91,2026-01-01
8ca57f2b32c00588cab243b2115441f5,1,boleto,1,1480.73,2026-01-01
45ed6e85398a87c253db47c2d9f48216,2,voucher,1,50.01,2026-01-01
68e48e68da1f50f7c5838ea75e3a20dd,1,credit_card,3,392.60,2026-01-01
f4b76dbfe0f911217da5adaa458f5b5b,1,credit_card,5,165.71,2026-01-01
688052146432ef8253587b930b01a06d,1,credit_card,3,346.09,2026-01-01
cfb361b2049fa0ddeb6ca3959fa0767d,1,credit_card,1,67.57,2026-01-01
bd5c9d506fee7419ee3c669d0123a067,1,credit_card,2,27.71,2026-01-01
7845a2492ab1b4f2cf3d56c7b8da1446,1,debit_card,1,44.09,2026-01-01
65d7e9625cc211f641191203e231ac24,1,credit_card,2,210.56,2026-01-01
bb7c5cf4dff9994daeab7c8ee9d287aa,1,credit_card,8,554.40,2026-01-01
a11ebb9e9f1a018eea99fe7105f2d897,1,credit_card,1,133.89,2026-01-01
e37797aedc7cd4ef82278fbc169eecaf,1,credit_card,3,84.57,2026-01-01
d3d6788577c9592da441752e8a1dd5e3,1,credit_card,7,76.65,2026-01-01
33a3edb84b9df4cb49546859b990ac6d,1,debit_card,1,67.50,2026-01-01
5869074071e0f56e9085dc3742c97b2a,1,boleto,1,320.18,2026-01-01
6514b8ad8028c9f2cc2374ded245783f,1,credit_card,3,75.16,2026-01-01
ecab90c9933c58908d3d6add7c6f5ae3,1,credit_card,3,63.34,2026-01-01
fdbd371c335ecb94ccb8a65c37d8ebba,1,credit_card,1,51.07,2026-01-01
d7f4e2f755cf2f40aa7c39804cfe01c4,1,credit_card,1,0.23,2026-01-01
f11e9516ca2b6091b64f2e2ea0ebebb3,1,credit_card,1,222.68,2026-01-01
615ae1b88a25a4ac47fbf55c9c847b6e,1,credit_card,8,84.64,2026-01-01
86b37610c0e86e94afe3d5ba4b73fa14,1,boleto,1,161.30,2026-01-01
fa516182d28f96f5f5c651026b0749ee,1,credit_card,1,209.41,2026-01-01
9faeb9b2746b9d7526aef5acb08e2aa0,1,credit_card,2,151.04,2026-01-01
8efc076145638bcd5298053ddde6ff0c,1,credit_card,1,49.41,2026-01-01
be82da060fda4b85c7fe6ea6512f67e8,1,credit_card,10,163.50,2026-01-01
ebc8d4b1397747291b758772e9d87984,1,credit_card,2,108.20,2026-01-01
948097deef559c742e7ce321e5e58919,1,credit_card,9,95.67,2026-01-01
4c460fdf49b517270b6258ba2d3c1ef9,1,debit_card,1,139.41,2026-01-01
58ac1947c1a9067b9f416cba6d844a3f,1,credit_card,5,124.16,2026-01-01
db115077a7bd949a515922eb40aea6c3,1,credit_card,1,442.52,2026-01-01
3c3fa8869e142a240f57aef59c095f6c,1,boleto,1,228.43,2026-01-01
1a7ee01992a69255a005e9db8a96d898,1,credit_card,10,278.06,2026-01-01
b26eb89dfb4e2d970274ef0c668fd43a,1,credit_card,1,69.41,2026-01-01
95bf775f5db872acb7ac9cf5cdbbc292,1,credit_card,1,48.91,2026-01-01
1d251ab94983c4adb11e4b168abb1439,2,credit_card,4,65.96,2026-01-01
5a0e5ad33542c79b10be87a344ee0086,1,boleto,1,86.67,2026-01-01
aeb4c9d05ab11d7c6c9ca24f8c43bd70,1,credit_card,1,22.79,2026-01-01
118045506e1c1dda060171af43fe11b4,1,credit_card,1,360.40,2026-01-01
b3e2b81932a8bc32dfffd128937c3c5e,1,credit_card,10,220.04,2026-01-01
bfafa269a969ef03e5db5dc7d7a72471,1,credit_card,1,91.19,2026-01-01
0e31f844aae10fe7dc2369bc0340bf21,1,credit_card,5,104.37,2026-01-01
8a0b2bc5c7a1c524635f4de8bae9dffe,1,credit_card,10,1008.30,2026-01-01
5d7f0dc1e401127edfe8b79e174a52c8,1,credit_card,3,67.92,2026-01-01
f70a0aff17df5a6cdd9a7196128bd354,1,boleto,1,313.19,2026-01-01
6a6c7d523fd59eb5bbefc007331af717,1,credit_card,1,40.48,2026-01-01
727412faf7aef5ef3c7e0f03350d80c7,1,boleto,1,83.10,2026-01-01
68873cf91053cd11e6b49a766db5af1a,1,boleto,1,91.66,2026-01-01
40001f4b6e1a35f0b99fc4f44078ab27,1,credit_card,3,216.26,2026-01-01
a33e52fbf9a20b226a588f30d9aab612,1,credit_card,1,28.08,2026-01-01
e69bfb5eb88e0ed6a785585b27e16dbf,2,voucher,1,161.42,2026-01-01
8e3f8be6e1ce8ec5b39dae59e0aabcff,1,boleto,1,154.58,2026-01-01
6f6665c1d76e55561978ccb45bdcafc6,1,credit_card,1,109.26,2026-01-01
b8801cccd8068de30112e4f49903d74a,1,credit_card,2,27.77,2026-01-01
59a0b1e1b934789d033dfb98797d9d34,1,boleto,1,160.30,2026-01-01
de81104d0d1d1a5d4dd09e89a7ea4cd1,1,credit_card,2,136.04,2026-01-01
7297f6bfea2a33ef176cff30f467aa41,1,credit_card,1,38.13,2026-01-01
c0aa0e99afe6f6dac845326a854690fd,1,credit_card,1,131.33,2026-01-01
4d315c56f2d8d8d27bf1a1365d41c923,1,credit_card,3,47.81,2026-01-01
dcb36b511fcac050b97cd5c05de84dc3,1,credit_card,10,146.45,2026-01-01
66cf92fc3ec94fbafc4edd77e0814818,1,credit_card,3,44.42,2026-01-01
477ee3f21cb7374ecfa12433c30f53f5,1,credit_card,10,195.17,2026-01-01
7876404b81dcee26d47be1c7131b16ec,1,credit_card,5,67.60,2026-01-01
d3ca7b82c922817b06e5ca21165c5ea2,1,credit_card,2,108.51,2026-01-01
7842147864c0425541edd55923f3c0f1,1,credit_card,1,44.30,2026-01-01
bba5aa837be7e597e91c6ddedf604cd8,1,credit_card,10,134.71,2026-01-01
c5d58ec8e7e7184d9a9d42b75ffa002d,1,credit_card,1,66.05,2026-01-01
b75b4f6e7c5fe3fa05707992a88d9d38,1,credit_card,5,436.70,2026-01-01
14676aebeb151a1fa4f20e8fc3544621,1,credit_card,5,110.42,2026-01-01
c514dba8d0ed614c6a397d2f0f3fe202,1,credit_card,10,122.42,2026-01-01
919a615149354b4e074eff65adaeae81,1,debit_card,1,60.09,2026-01-01
1b9ecfe83cdc259250e1a8aca174f0ad,1,boleto,1,33.34,2026-01-01
d0d828105d7a6106d4b6cfd55607c278,1,credit_card,1,163.52,2026-01-01
6cb134bb285a64b0425d1fdaa00d4214,1,credit_card,1,2031.09,2026-01-01
1e7aff52cdbb2451ace09d0f848c3699,1,credit_card,4,154.19,2026-01-01
16c24987724018f73b746aacfbb5f8e8,1,boleto,1,180.45,2026-01-01
4da3bd761ca73d692ae0f5c252495546,1,credit_card,1,26.44,2026-01-01
2d816b6a11ddd3843f307d1333321091,1,credit_card,1,26.68,2026-01-01
f9ca536e1ef897f153c183d72ba141bb,1,credit_card,5,246.64,2026-01-01
e7a65190baa4e6fd192246157c0b81fb,1,credit_card,5,53.83,2026-01-01
ad7ddb009f1bcd6c40cb1106471c292c,1,credit_card,8,502.12,2026-01-01
2d5cdc856665603f1580e3586bde89a5,1,credit_card,8,216.93,2026-01-01
e1da8361c76cab67aa3588a1fbf1af54,1,boleto,1,253.40,2026-01-01
f3d418a0887dbfd5bd41c788c87ac28b,1,boleto,1,172.81,2026-01-01
a890088df39d4c062a07081527034784,1,credit_card,2,125.16,2026-01-01
1133f2dfc033ba92bf6c470b20f6f332,1,boleto,1,53.22,2026-01-01
bbd64b019b5ea3ed83a114cc665328ff,1,credit_card,5,69.32,2026-01-01
32e4fa9bb468884309b58b9348de70c3,1,credit_card,1,124.14,2026-01-01
169f6274660e528484fd239aa7d27097,1,boleto,1,124.69,2026-01-01
197edbaa61a8a349f382553fd2180ee1,1,credit_card,4,306.16,2026-01-01
302e27012670f8e2db4418e6c619f54c,1,credit_card,3,96.90,2026-01-01
cadbb3657dac2dbbd5b84b12e7b78aad,1,boleto,1,409.79,2026-01-01
92a9ef7f0a0d392c9ad0d5f44e86b4ba,1,credit_card,1,7.64,2026-01-01
7835af1856de332f2f3c9204b740a3a2,1,credit_card,2,64.09,2026-01-01
a094215e786240fcfefb83d18036a1cd,1,credit_card,1,132.05,2026-01-01
41f5e1d98c342beaa1234b59c89d9f6b,1,credit_card,2,312.59,2026-01-01
d5211af24819d319c02a285e7bb51750,1,credit_card,2,186.76,2026-01-01
351126ee473c51592cb591efea295181,1,credit_card,1,110.98,2026-01-01
2babe10ce6bcb68b1e3bd35e24424466,1,credit_card,1,26.29,2026-01-01
62fcfe5da58296dface200da2e196fcd,1,credit_card,7,76.08,2026-01-01
d396adb7e51ca1bcb4a84cb786fee813,1,boleto,1,722.05,2026-01-01
45ac1d4b219993bf334080eac1585166,1,credit_card,2,136.37,2026-01-01
b335cf4d393acc627b82e83b3b3711fe,1,boleto,1,83.22,2026-01-01
26e7beff0239dc6ed3a8f2bb5972911c,1,credit_card,2,65.71,2026-01-01
be6e034d294e425c514e215bf0b7120a,1,credit_card,2,91.76,2026-01-01
fd180ff2363b236f823a4fa8a2a729f1,1,credit_card,3,31.75,2026-01-01
6ccac061be472c84db514aca9acd26e0,1,credit_card,2,21.43,2026-01-01
662823ed689412b9a2e5085620e06070,1,credit_card,1,62.83,2026-01-01
27f9fff9f14236589804b62bce39f526,1,credit_card,2,140.61,2026-01-01
5c1f2bd7eff419c165428371164d750c,1,credit_card,1,326.36,2026-01-01
dd6d0f11a9c3d2abdc91e95b9598b332,1,credit_card,5,1692.05,2026-01-01
e311f8fc30348d6213964a43f70f87fb,1,credit_card,5,187.87,2026-01-01
65f78a0e1f8b80c4f6d8d5c6073b8601,1,credit_card,2,221.28,2026-01-01
c9205528d5e1b823f414b4f15314c03f,1,boleto,1,60.00,2026-01-01
f112b9fc8967a675670bedf5a2bc6b2b,1,credit_card,5,95.24,2026-01-01
75d4b0b71e66d09b6070bd54c61e20fd,1,credit_card,1,29.24,2026-01-01
a678d97aa95d0393384c211a82455e50,1,boleto,1,24.28,2026-01-01
555e4d40fb6beea866d46eb6a5a01b41,1,credit_card,5,111.92,2026-01-01
565923f847aad52e7638eb189cce3b51,1,credit_card,1,97.81,2026-01-01
dcc3610bd6745b8ec0d84354631fbd3d,1,boleto,1,140.03,2026-01-01
6b7c5703bdc03335b37020877a06625e,1,credit_card,1,79.20,2026-01-01
bac5dc94cc5dbf0810f1919c2aac13cd,1,credit_card,1,79.24,2026-01-01
27a78fdbe7b915a0596af3a5803a41cb,1,credit_card,10,246.42,2026-01-01
49e76d6a1b1f9ff4d04f85b2304ad378,1,credit_card,8,164.63,2026-01-01
74c951ce0835b2741d3014321ae9c480,1,credit_card,5,139.56,2026-01-01
f083654dfd0f9ad9ae0356bf7c68f246,1,credit_card,5,317.53,2026-01-01
443a73a22cd4e0078a47c275b358b786,1,credit_card,1,88.26,2026-01-01
f11b36b3bc7bacf06deef862ed611f02,1,boleto,1,124.76,2026-01-01
a03ad7057fae696dd18f8967826c209f,2,voucher,1,44.41,2026-01-01
d8917c684fbf577ca5d76423b29f29da,1,credit_card,2,123.33,2026-01-01
0f9dc92df0635605588c51ec2e4c58a0,1,credit_card,4,133.35,2026-01-01
f2e97c3464ad5fb53d6be7afcd0e3eaa,1,credit_card,2,33.75,2026-01-01
d22e9fa5731b9e30e8b27afcdc2f8563,1,debit_card,1,121.62,2026-01-01
0adf4c5c9a1399ceefdb7ba880df1ca7,1,credit_card,2,145.01,2026-01-01
cefa8ee1540139ac77fa0c1b4ff1f04b,1,credit_card,1,86.05,2026-01-01
b7a4a9ecb1cd3ef6a3e36a48e200e3be,1,credit_card,4,41.10,2026-01-01
a2ea081c06c12c25c068089e4985745a,1,credit_card,5,110.00,2026-01-01
103355b1bc5b63508c20e2b7eeb58961,1,credit_card,3,139.81,2026-01-01
ea337f88a8c5cab4e99da87460f1b99e,1,credit_card,8,213.56,2026-01-01
b1b5b604a5e207c764779ffb50527018,1,boleto,1,117.97,2026-01-01
d2b9580c38485b5aa4eb815c689c3164,1,boleto,1,148.58,2026-01-01
2edfd6d1f0b4cd0db4bf37b1b224d855,1,boleto,1,141.15,2026-01-01
6bb1e842418aac0c9c820afd3bb63a2d,1,credit_card,3,32.69,2026-01-01
b2ce866408709e3ba155f339e97b8405,1,credit_card,8,227.38,2026-01-01
b0928556a10706af462ca2ab2c91903b,1,credit_card,1,106.73,2026-01-01
ccd7d6d23c5d29de6367dd5332aab16d,1,credit_card,1,22.77,2026-01-01
c6174e20db037528301ee8eaf325a469,1,credit_card,3,235.70,2026-01-01
ac71263052acddd3b2031b5937f8fc30,1,credit_card,10,133.28,2026-01-01
cf8f7b73e35cb19ff895c2f45c1ded72,1,credit_card,3,111.40,2026-01-01
21fc1ff2a7ed8b2ec6ff62ac18d7a1b7,1,credit_card,1,71.64,2026-01-01
c5e754f77f6f127371e929ccb707fce3,1,credit_card,2,131.05,2026-01-01
9e5e54c4be8f6625005c76b7f8801ee8,1,credit_card,3,87.13,2026-01-01
011b142c9e082a5c1d10e0a88cd9c8e8,1,credit_card,1,297.20,2026-01-01
265f4e28ef8cf69f8445e2951bbe7343,1,credit_card,1,64.74,2026-01-01
7ce20b22753ccc86fdb3b6f7efefcc75,1,credit_card,1,78.68,2026-01-01
b3206cf64b7cd1480a6c6f9912b20666,1,credit_card,8,197.87,2026-01-01
8e96f3e6633f7601ec50f3a904c3a3a2,1,credit_card,1,54.33,2026-01-01
b9383cd99539eb0ccb11ab1a62bd0621,1,credit_card,4,78.42,2026-01-01
1f7ef4e37ca10d4ed60f43c7cf81e181,1,boleto,1,40.00,2026-01-01
19721d59a9764437477eff0730b48665,1,credit_card,3,205.26,2026-01-01
93a21c10557cc1b1ecfe2c3a808c648a,1,credit_card,2,338.00,2026-01-01
59b32faedc12322c672e95ec3716d614,1,boleto,1,87.58,2026-01-01
c4d5588c1ee36814fc302422334e67f5,3,voucher,1,50.00,2026-01-01
f98ae4bbfd1a32ea2104c8cf1f64dabf,1,credit_card,1,43.00,2026-01-01
580c882a5805c78546ea65ec6d3690e4,1,credit_card,6,171.32,2026-01-01
e55e8c9f6f33a8562db1430444f22092,1,boleto,1,58.43,2026-01-01
ca0400dec2c292340c373e63b1c2c597,1,credit_card,10,707.68,2026-01-01
446e20f85f1b9cf552376d6f31c983b2,1,boleto,1,89.11,2026-01-01
59d34e1064930d037d30041b73683aa7,2,voucher,1,81.86,2026-01-01
1d067305b599c1e0dceb3864056ea527,1,credit_card,5,170.43,2026-01-01
f644267f332fbcb9fe143fbb7478441c,1,boleto,1,123.04,2026-01-01
2711a938db643b3f0b62ee2c8a2784aa,1,boleto,1,59.10,2026-01-01
7d219bd2feeb13ad311a00db33c06a3c,1,credit_card,1,105.37,2026-01-01
06ad94997dd34a7c2186b82d8e9be6a5,1,boleto,1,76.76,2026-01-01
dd480c63548e3c0b7219520e3784ebd2,1,credit_card,4,201.47,2026-01-01
4d2d8a4224215f680cc5221011347401,1,boleto,1,132.57,2026-01-01
3c9a3ff1e41cb58bb8a24ae6f6eea080,1,credit_card,3,314.21,2026-01-01
99fa6518deac14b2890b49d1645d64be,1,credit_card,1,95.58,2026-01-01
e2676f5f513bf595fcbd506999db7c26,1,boleto,1,343.50,2026-01-01
61988b318aaf57d18336c629bc42cf1b,1,credit_card,3,160.14,2026-01-01
ac7a92560a9e99f0a0ab4988102f491b,1,credit_card,6,107.87,2026-01-01
fa859e78da068661b096bfb4466ded18,1,credit_card,2,145.58,2026-01-01
ed3b269b4badaf0126050c9d4f7b854c,1,credit_card,1,55.96,2026-01-01
ee0c5c649e17808bc4a363d3a80ebf85,1,voucher,1,53.20,2026-01-01
b9f23a5c0cbae81d8a326804b0c7513d,1,boleto,1,65.10,2026-01-01
9f2da077d2d1eb6e8abcacef8776e941,1,credit_card,2,54.00,2026-01-01
769cad60df1d40dccfd5ec163be24654,1,credit_card,4,324.32,2026-01-01
b417d44c131fe6470b3226c7b59f6a8f,1,credit_card,1,75.08,2026-01-01
3783e0b4f1ef0985e0d9aca4629f756b,1,debit_card,1,162.04,2026-01-01
5711d8a02451fd508dc8911ee1fb4ac9,1,credit_card,2,217.10,2026-01-01
7842147864c0425541edd55923f3c0f1,2,voucher,1,50.00,2026-01-01
1f6405caa14a2debb88594b0471ed340,1,boleto,1,148.68,2026-01-01
a3a3b0aaa23eddcb93f63fad71f13391,1,credit_card,3,73.79,2026-01-01
498a0b00b1c51a95e61baebf6379d76b,1,credit_card,3,192.03,2026-01-01
1a08b06cb8b9b557453b70b83fdc69cb,1,credit_card,2,83.41,2026-01-01
f90202d14e468090464aeb4b1f0372ab,1,credit_card,1,102.56,2026-01-01
c93e4c73cba512f76817291e0de8bec4,1,credit_card,7,301.19,2026-01-01
403b97836b0c04a622354cf531062e5f,1,credit_card,10,1376.45,2026-01-01
e92f3505810692cd4a0350b19e2d9045,1,credit_card,2,52.92,2026-01-01
a7076e7aba13de8b66d95a55811290ed,1,boleto,1,51.79,2026-01-01
e6ce16cb79ec1d90b1da9085a6118aeb,1,credit_card,1,259.06,2026-01-01
3bc77ce8be27211bac313c2daa402d1a,1,credit_card,1,66.98,2026-01-01
97d3d89c5b932c10e6d3d4d8c2ba7dd3,1,credit_card,3,137.85,2026-01-01
8bbbef97d763f4dcf2e12cc5b5e0cee6,1,credit_card,3,154.70,2026-01-01
8a49984afb76dae66f3810e1b7093ec4,1,boleto,1,116.34,2026-01-01
f04bfdbef5359607d39e66fccc9cc0de,1,credit_card,1,998.49,2026-01-01
b6a50dc1cfeb4ad7219d3577ab9a2454,1,boleto,1,70.60,2026-01-01
37e32b54f25d2472acbc642f7e539a36,1,credit_card,4,99.33,2026-01-01
10c320f977c6a18f91b2d14be13128c6,1,credit_card,3,132.26,2026-01-01
911fba382ab724c847ae5577e47949d4,1,credit_card,6,177.58,2026-01-01
4570fa83dbb31a563e06db0a554b951e,1,credit_card,6,322.17,2026-01-01
1d251ab94983c4adb11e4b168abb1439,3,voucher,1,53.89,2026-01-01
ca290a06ee0945b956f79c93b5191633,1,credit_card,1,175.10,2026-01-01
83d47a55a238c75386e31ef70f5d8b45,1,credit_card,2,63.73,2026-01-01
8adafb3466daa5395694d3a906ff9d40,1,credit_card,4,218.00,2026-01-01
686541986ecfb7d9296eb67719973bf0,1,credit_card,1,39.99,2026-01-01
275950acf4956dfc3d23514eb61f1d9b,1,credit_card,2,80.51,2026-01-01
87386e2485df1ab61a6d060a092e4d6f,1,credit_card,3,53.82,2026-01-01
c228d309379c3ae545cc6ca2d5aae1b2,1,credit_card,1,48.83,2026-01-01
0f02ea56e4c9e7d30adb19a0c3e07b02,1,boleto,1,86.02,2026-01-01
4edca0186e467f58fe99ab648f604ce8,1,voucher,1,128.86,2026-01-01
f633c884a99eb63866600655356d973e,1,credit_card,7,619.90,2026-01-01
714fb133a6730ab81fa1d3c1b2007291,1,credit_card,4,96.01,2026-01-01
287c56aa824d8d1ea40246ad12013f62,1,credit_card,1,83.05,2026-01-01
45ed6e85398a87c253db47c2d9f48216,1,voucher,1,21.13,2026-01-01
4ef04edb491b8cc23eabe782ced6715c,1,credit_card,1,84.24,2026-01-01
4b87488fb6269f8321508923b95da4d6,1,credit_card,3,38.47,2026-01-01
3f3913e8c7fd221ac82a34ffa20b93ee,1,credit_card,1,55.56,2026-01-01
ddb0d201c7d2c8ce0e966d98128d16e9,1,credit_card,3,41.72,2026-01-01
248ff7b41bfa395f5ee828720889e664,1,credit_card,1,41.69,2026-01-01
54bc2449fbe0368b74470e4280fe494e,1,credit_card,2,132.40,2026-01-01
e3a83a19707a6f27e4fde8d6b13d43f4,1,boleto,1,177.36,2026-01-01
fb6ba131bbeb30fd6db9c8900b5c5b92,1,credit_card,7,77.03,2026-01-01
